/home/adithya/Documents/AudioProcessing_Major_Project/wav2vec/vakyansh-wav2vec2-experimentation/data/raw_2/somenicename
0_1_NSD-Kannada-Kannada-0735-0745-2020926102051.wav	18240
0_16_NSD-Kannada-Kannada-1310-1320-2021416133416.wav	126240
0_15_NSD-Kannada-Kannada-0735-0745-20189975840.wav	116160
0_17_NSD-Kannada-Kannada-1310-1320-201962518285.wav	139680
0_14_Regional-Bangalore-Kannada-1840-201991820434.wav	223200
43_Regional-Bangalore-Kannada-1840-202042920124.wav	148800
0_24_NSD-Kannada-Kannada-1310-1320-2019921155524.wav	109920
1_17_Regional-Bangalore-Kannada-1430-20201024152544.wav	44640
0_3_Regional-Dharwad-Kannada-0705-201891982645.wav	122400
0_21_Regional-Dharwad-Kannada-0705-202021284134.wav	23040
5_9_NSD-Kannada-Kannada-1310-1320-2019731161640.wav	52320
1_6_Regional-Bangalore-Kannada-1840-2020419201711.wav	129120
5_Regional-Bangalore-Kannada-1840-202053203441.wav	225120
0_13_Regional-Bangalore-Kannada-1840-20181017193012.wav	227040
0_16_NSD-Kannada-Kannada-0735-0745-2019815113541.wav	71520
0_12_Regional-Dharwad-Kannada-0705-201812108558.wav	37440
0_0_NSD-Kannada-Kannada-0735-0745-201974154931.wav	205920
0_41_NSD-Kannada-Kannada-0735-0745-20191020135332.wav	94080
1_14_Regional-Bangalore-Kannada-1840-2020214205222.wav	102240
0_19_Regional-Bangalore-Kannada-1840-201991120412.wav	155520
0_20_NSD-Kannada-Kannada-1310-1320-2020613134733.wav	180480
13_Regional-Dharwad-Kannada-0705-202071195912.wav	42240
6_Regional-Bangalore-Kannada-1840-201891719457.wav	142080
0_36_NSD-Kannada-Kannada-1935-1945-2018811202745.wav	204480
0_18_Regional-Bangalore-Kannada-1430-201893145250.wav	144480
25_NSD-Kannada-Kannada-1310-1320-201881213285.wav	183840
7_19_Regional-Bangalore-Kannada-1840-201938192052.wav	126240
12_NSD-Kannada-Kannada-1935-1945-2019523205245.wav	203040
0_11_Regional-Bangalore-Kannada-1840-20211119475.wav	96000
0_2_Regional-Dharwad-Kannada-0705-20191030103511.wav	12480
2_20_Regional-Bangalore-Kannada-1840-201835193957.wav	82080
0_26_NSD-Kannada-Kannada-0735-0745-20189883426.wav	53760
0_18_NSD-Kannada-Kannada-1310-1320-201877134213.wav	205920
0_13_NSD-Kannada-Kannada-1310-1320-2019622151451.wav	57120
21_NSD-Kannada-Kannada-1310-1320-2020610133810.wav	159840
0_16_NSD-Kannada-Kannada-0735-0745-2019812125839.wav	180000
6_13_NSD-Kannada-Kannada-1310-1320-2018314133220.wav	10560
0_27_Regional-Bangalore-Kannada-1430-202053015266.wav	66240
28_NSD-Kannada-Kannada-0735-0745-20205510285.wav	118560
1_10_Regional-Dharwad-Kannada-0705-20204284926.wav	95520
0_43_NSD-Kannada-Kannada-0735-0745-202051984122.wav	34080
0_1_Regional-Dharwad-Kannada-0705-201892781439.wav	21120
0_34_NSD-Kannada-Kannada-0735-0745-201998144828.wav	144960
1_NSD-Kannada-Kannada-1935-1945-202072211732.wav	147840
0_15_NSD-Kannada-Kannada-1310-1320-202011114026.wav	121920
0_19_NSD-Kannada-Kannada-1310-1320-201881135110.wav	98400
2_Regional-Bangalore-Kannada-1840-2020516194221.wav	75360
0_5_Regional-Dharwad-Kannada-0705-201811208147.wav	232800
80_0_NSD-Kannada-Kannada-1935-1945-2018625142523.wav	85920
